[2025-06-25 20:05:56,762] 22 root - INFO - Initiate Data Ingestion
[2025-06-25 20:06:07,524] 51 root - INFO - Performed train-test split
[2025-06-25 20:06:07,761] 61 root - INFO - Split into train-test sets
[2025-06-25 20:06:07,762] 24 root - INFO - Data Ingestion Completed
[2025-06-25 20:06:07,763] 29 root - INFO - Initiate Data Validation
[2025-06-25 20:06:07,952] 29 root - INFO - Required number of columns: 23
[2025-06-25 20:06:07,952] 30 root - INFO - Current number of columns: 31
[2025-06-25 20:06:07,952] 29 root - INFO - Required number of columns: 23
[2025-06-25 20:06:07,952] 30 root - INFO - Current number of columns: 31
[2025-06-25 20:06:08,443] 31 root - INFO - Data Validation Completed
[2025-06-25 20:06:08,444] 36 root - INFO - Initiate Data Transformation
[2025-06-25 20:06:08,444] 39 root - INFO - Initiating Data Transformation
[2025-06-25 20:06:08,625] 28 root - INFO - Initializing KNN Imputer
[2025-06-25 20:06:08,653] 36 root - INFO - Saved numpy array as .npy file
[2025-06-25 20:06:08,655] 36 root - INFO - Saved numpy array as .npy file
[2025-06-25 20:06:08,660] 56 root - INFO - Saved pickle object as .pkl file
[2025-06-25 20:06:08,662] 38 root - INFO - Data Transformation Completed
[2025-06-25 20:06:08,663] 43 root - INFO - Initiated Model Training
